"","WIB","HenID","RPen","DIB","CLASS","TrackingSystemID","PenID","temperature_C_avg","Treatment","tobeusedPCA","RearingPenID","InitialWeight","Treatment_encoded","perc_duration_5_Zone","perc_duration_4_Zone","perc_duration_3_Zone","perc_duration_2_Zone","perc_1_Zone_while_WG_open","nbr_stays_2_Zone_perh","nbr_stays_4_Zone_perh","nbr_stays_3_Zone_perh","nbr_stays_5_Zone_perh","nbr_stays_1_Zone_perh","in_WG_15mnAfterOpening","SleepingHeight","vertical_travel_distance_perh","avgDIB","severity","Feathers","cDIB","cDIBfact","InitialWeight_kg","PC1","PC2","PC3","cDIB2","temperature_C_avg_scale","cDIB2_scale","cDIB_scale","avgDIB_scale","InitialWeight_kg_scale","ri1_fit_marginalnull","ri2_fit_marginalnull","rr1_fit_marginalnull","rr2_fit_marginalnull","rrq1_fit_marginalnull","rrq2_fit_marginalnull","ri1_fit_marginalnull","ri2_fit_marginalnull","rr1_fit_marginalnull","rr2_fit_marginalnull","rrq1_fit_marginalnull","rrq2_fit_marginalnull"
"23",5,"hen_134",4,35,"MEXP","TrackingSystem 10-12","pen10",11.6666666666667,"TRAN",0,4,1112,-1,70,9,2,9,21.1622807017544,1,1.07692307692308,0.846153846153846,0.923076923076923,1.10526315789474,1,3,3.84615384615385,33.3571428571429,34,73,35,35,1.112,-1.55530924840925,0.901612195393288,1.97981014983303,1225,0.260510156437461,-0.0665153066855,0.114144071658839,-0.367755380537164,-0.914295901638055,-0.726986764457587,-0.724947079439753,-0.703662078797174,-0.703675278165936,-0.896872224132077,-0.896082924251947,0.393741703715465,0.377469807588643,0.390624715378241,0.383816943419537,0.384151806641865,0.377290572362151
"24",6,"hen_134",4,36,"MEXP","TrackingSystem 10-12","pen10",6,"TRAN",1,4,1112,-1,62,10,10,11,13.4254385964912,1.53846153846154,1.46153846153846,1.53846153846154,1,1.26315789473684,1,1,5.38461538461538,33.3571428571429,34,73,36,36,1.112,-0.643965229354857,1.30438123997239,1.58741038002013,1296,-1.52155197013294,0.0188659282069796,0.195298672464045,-0.367755380537164,-0.914295901638055,-0.635852143478955,-0.633875082185367,-0.597410308758846,-0.597462046151078,-0.783488961182073,-0.782685169459513,0.484876324694097,0.468541804843029,0.483514779912666,0.476577862420478,0.477766315432741,0.470905980765704
"25",6,"hen_134",4,37,"MEXP","TrackingSystem 10-12","pen10",7.66666666666667,"TRAN",0,4,1112,-1,47,8,13,18,27.8666666666667,1.38461538461538,1.07692307692308,1.23076923076923,0.692307692307692,1.28,0,3,4,33.3571428571429,34,73,37,37,1.112,-0.74440924290662,0.601631150907098,1.42577574831451,1369,-0.997416050553411,0.106652268307698,0.276453273269251,-0.367755380537164,-0.914295901638055,-0.640612035884519,-0.638581611053387,-0.589041977266487,-0.58904872468455,-0.76631746530607,-0.765478947170621,0.480116432288533,0.463835275975009,0.478521405901122,0.471538870873089,0.472564102894019,0.465752557595993
"26",6,"hen_134",4,38,"MEXP","TrackingSystem 10-12","pen10",9.33333333333333,"TRAN",0,4,1112,-1,42,13,17,21,15.3991228070175,1.42857142857143,0.785714285714286,1.28571428571429,0.5,1.10526315789474,1,3,3.71428571428571,33.3571428571429,34,73,38,38,1.112,-0.545491520755021,0.31412969514317,1.54940454717334,1444,-0.473280130973887,0.196843713616655,0.357607874074456,-0.367755380537164,-0.914295901638055,-0.647188449153417,-0.645101732026546,-0.582615497614801,-0.582575008377017,-0.748520073158114,-0.747682429888708,0.473540019019635,0.45731515500185,0.471586180048904,0.464560274166707,0.465382832371651,0.458612130349581
"27",6,"hen_134",4,39,"MEXP","TrackingSystem 10-12","pen10",8,"TRAN",0,4,1112,-1,31,13,21,24,24.6196581196581,1.92857142857143,0.785714285714286,1.64285714285714,0.285714285714286,1.69230769230769,1,1,3.92857142857143,33.3571428571429,34,73,39,39,1.112,0.0840678543099499,-0.0506992064960864,2.03514155572778,1521,-0.892588866637507,0.289440264133851,0.438762474879662,-0.367755380537164,-0.914295901638055,-0.617094931799845,-0.614995244825056,-0.538882038878894,-0.53882531775102,-0.69048137700577,-0.689703051819725,0.503633536373207,0.48742164220334,0.501957933280907,0.494857651778787,0.495837911598072,0.489077264820517
"28",6,"hen_134",4,40,"MEXP","TrackingSystem 10-12","pen10",12.5,"TRAN",0,4,1112,-1,27,12,24,31,13.4755555555556,1.5,0.785714285714286,1.57142857142857,0.285714285714286,0.96,0,3,3.92857142857143,33.3571428571429,34,73,40,40,1.112,0.18986407518583,0.0692920443409456,0.457860451298069,1600,0.522578116227214,0.384441919859286,0.519917075684868,-0.367755380537164,-0.914295901638055,-0.663652702087564,-0.661447183606075,-0.57340760322651,-0.573267747934626,-0.708846744061209,-0.708118923357259,0.457075766085488,0.440969703422321,0.454070663429388,0.446962908581265,0.447283973361113,0.440569850615214
"29",6,"hen_134",4,41,"MEXP","TrackingSystem 10-12","pen10",13.6666666666667,"TRAN",0,4,1112,-1,43,12,16,20,19.7958333333333,1.57142857142857,1.35714285714286,1.5,0.785714285714286,1.2,1,3,4.85714285714286,33.3571428571429,34,73,41,41,1.112,-0.640893375168306,1.07921321700217,1.85933073418251,1681,0.889473259932892,0.48184868079296,0.601071676490074,-0.367755380537164,-0.914295901638055,-0.669264269365501,-0.667001380848024,-0.566265207276028,-0.566076917191163,-0.682569095141989,-0.681952760130608,0.451464198807551,0.435415506180372,0.447851353875966,0.440701426310811,0.440768096843214,0.434067172104374
"30",6,"hen_134",4,42,"MEXP","TrackingSystem 10-12","pen10",7.83333333333333,"TRAN",0,4,1112,-1,55,8,10,19,14.3658536585366,1.14285714285714,0.785714285714286,1.14285714285714,0.5,0.878048780487805,0,2,3.42857142857143,33.3571428571429,34,73,42,42,1.112,-0.493435727072684,0.124593754725515,0.506946580735422,1764,-0.94500245859546,0.581660546934873,0.68222627729528,-0.367755380537164,-0.914295901638055,-0.586890637373223,-0.584675369542268,-0.469484057674799,-0.469322672825963,-0.563229598575134,-0.562813648391487,0.533837830799829,0.517741517486128,0.531270797973292,0.524003357662095,0.524709113717352,0.517960143036283
"31",7,"hen_134",4,43,"MEXP","TrackingSystem 10-12","pen10",8.66666666666667,"TRAN",1,4,1112,-1,52,12,9,22,10.9401709401709,1,1.28571428571429,1.42857142857143,0.571428571428571,0.923076923076923,1,1,3.92857142857143,33.3571428571429,34,73,43,43,1.112,-0.437894868370838,0.626307948085234,1.05361976108982,1849,-0.682934498805695,0.683877518285025,0.763380878100485,-0.367755380537164,-0.914295901638055,-0.591858973990518,-0.589585617630075,-0.461864384191786,-0.46165376579188,-0.531298445141738,-0.531067721201676,0.528869494182534,0.512831269398321,0.525528765952401,0.51821995168226,0.518636833202432,0.511882630349159
"32",7,"hen_134",4,44,"MEXP","TrackingSystem 10-12","pen10",13,"TRAN",0,4,1112,-1,40,12,15,28,8.81434599156118,1.21428571428571,1.35714285714286,1.64285714285714,0.642857142857143,1.21518987341772,1,2,4.85714285714286,33.3571428571429,34,73,44,44,1.112,-0.256986309967209,0.871464021677929,1.2720055804177,1936,0.679818892101072,0.788499594843415,0.844535478905691,-0.367755380537164,-0.914295901638055,-0.643544691537922,-0.641156358149444,-0.501976865295155,-0.501675973307157,-0.54495937112423,-0.544922825778568,0.47718377663513,0.461260528878952,0.472054579345129,0.464745431153068,0.464367519016026,0.457626786825612
"33",7,"hen_134",4,45,"MEXP","TrackingSystem 10-12","pen10",12,"TRAN",0,4,1112,-1,48,10,15,26,2.5,0.666666666666667,1.33333333333333,1.33333333333333,0.6,1,0,3,4.06666666666667,33.3571428571429,34,73,45,45,1.112,-0.453500165931273,0.760706871709265,0.174174000338401,2025,0.365337340353356,0.895526776610044,0.925690079710897,-0.367755380537164,-0.914295901638055,-0.628626571751671,-0.626202556943215,-0.474255498817163,-0.473921200243727,-0.48756700931044,-0.487800851728573,0.492101896421381,0.476214330085181,0.486414240319216,0.479047891202581,0.478546538370304,0.471770722859229
"34",7,"hen_134",4,46,"MEXP","TrackingSystem 10-12","pen10",12.5,"TRAN",0,4,1112,-1,39,13,14,29,10.1623931623932,1.53333333333333,0.933333333333333,1.46666666666667,0.466666666666667,1.38461538461538,1,3,3.86666666666667,33.3571428571429,34,73,46,46,1.112,-0.399914331389634,0.383145011759112,1.55843730709009,2116,0.522578116227214,1.00495906358491,1.0068446805161,-0.367755380537164,-0.914295901638055,-0.634768198571659,-0.632282447982022,-0.468100399642292,-0.467713822078018,-0.449356455090915,-0.449884865582582,0.485960269601393,0.470134439046374,0.479207633990184,0.471802956354373,0.470938795874718,0.464131371919121
"35",7,"hen_134",4,47,"MEXP","TrackingSystem 10-12","pen10",12.1666666666667,"TRAN",0,4,1112,-1,35,10,17,32,14.027027027027,1.33333333333333,1.46666666666667,1.73333333333333,0.666666666666667,0.972972972972973,1,2,4.93333333333333,33.3571428571429,34,73,47,47,1.112,-0.119466541095082,0.885447414544468,1.28758303107313,2209,0.417750932311319,1.11679645576802,1.08799928132131,-0.367755380537164,-0.914295901638055,-0.632035665286703,-0.629498097714916,-0.452984699273402,-0.452552832549789,-0.399515724673762,-0.400380649500778,0.488692802886349,0.47291878931348,0.480961628855171,0.473511632868686,0.472356275321162,0.465502951845103
"36",7,"hen_134",4,48,"MEXP","TrackingSystem 10-12","pen10",10.6666666666667,"TRAN",0,4,1112,-1,43,11,15,27,12.5219298245614,1.13333333333333,1.46666666666667,1.53333333333333,0.6,1.26315789473684,0,1,4.33333333333333,33.3571428571429,34,73,48,48,1.112,-0.0461634588572448,0.7517998475901,0.5173652861821,2304,-0.0539713953102546,1.23103895315937,1.16915388212651,-0.367755380537164,-0.914295901638055,-0.61615269950949,-0.613578372777475,-0.424547416496614,-0.424080945050429,-0.333643106088708,-0.334889029506045,0.504575768663561,0.488838514250921,0.496037206128055,0.488531207354129,0.487200688679909,0.480284636614293
"37",7,"hen_134",4,49,"MEXP","TrackingSystem 10-12","pen10",9.33333333333333,"TRAN",0,4,1112,-1,48,10,14,24,9.44907407407407,1.06666666666667,1.53333333333333,1.73333333333333,0.666666666666667,0.666666666666667,0,3,4.93333333333333,33.3571428571429,34,73,49,49,1.112,-0.327048602157275,1.10109716981674,0.246120733916033,2401,-0.473280130973887,1.34768655575895,1.25030848293172,-0.367755380537164,-0.914295901638055,-0.604224390789268,-0.601607806627385,-0.400232476167437,-0.399727306014367,-0.269345447216836,-0.271006701506848,0.516504077383784,0.500809080401011,0.506990440953328,0.499432533376275,0.497865188069875,0.490879730318225
"38",8,"hen_134",4,50,"MEXP","TrackingSystem 10-12","pen10",10.6666666666667,"TRAN",1,4,1112,-1,46,10,16,24,9.57383966244726,1.06666666666667,1,1.26666666666667,0.4,0.911392405063291,0,2,3.26666666666667,33.3571428571429,34,73,50,50,1.112,-0.206657803013809,0.168436360873081,0.254925957423932,2500,-0.0539713953102546,1.46673926356677,1.33146308373693,-0.367755380537164,-0.914295901638055,-0.628322782030877,-0.625619899497805,-0.412747237389951,-0.412171565006148,-0.239635587835177,-0.241727470331564,0.492405686142175,0.476796987530591,0.48111397422691,0.473535961370577,0.47133693371403,0.464294428128523
"39",8,"hen_134",4,51,"MEXP","TrackingSystem 10-12","pen10",8.66666666666667,"TRAN",0,4,1112,-1,33,13,18,30,13.991452991453,1.46666666666667,1.6,2,0.666666666666667,1.07692307692308,0,3,5.53333333333333,33.3571428571429,34,73,51,51,1.112,-0.00941866954209723,1.25928004173479,0.65401536091085,2601,-0.682934498805695,1.58819707658284,1.41261768454213,-0.367755380537164,-0.914295901638055,-0.611474970262701,-0.608734250829153,-0.383594038314367,-0.38298256307086,-0.165282712478858,-0.167866204392091,0.509253497910351,0.493682636199243,0.496905467798592,0.489272650291949,0.486846741077246,0.479713861633286
