"","WIB","HenID","RPen","DIB","CLASS","TrackingSystemID","PenID","temperature_C_avg","Treatment","tobeusedPCA","RearingPenID","InitialWeight","Treatment_encoded","perc_duration_5_Zone","perc_duration_4_Zone","perc_duration_3_Zone","perc_duration_2_Zone","perc_1_Zone_while_WG_open","nbr_stays_2_Zone_perh","nbr_stays_4_Zone_perh","nbr_stays_3_Zone_perh","nbr_stays_5_Zone_perh","nbr_stays_1_Zone_perh","in_WG_15mnAfterOpening","SleepingHeight","vertical_travel_distance_perh","avgDIB","severity","Feathers","cDIB","cDIBfact","InitialWeight_kg","PC1","PC2","PC3","cDIB2","temperature_C_avg_scale","cDIB2_scale","cDIB_scale","avgDIB_scale","InitialWeight_kg_scale","ri1_fit_marginalnull","ri2_fit_marginalnull","rr1_fit_marginalnull","rr2_fit_marginalnull","rrq1_fit_marginalnull","rrq2_fit_marginalnull","ri1_fit_marginalnull","ri2_fit_marginalnull","rr1_fit_marginalnull","rr2_fit_marginalnull","rrq1_fit_marginalnull","rrq2_fit_marginalnull"
"709",7,"hen_28",1,49,"Other","TrackingSystem 10-12","pen11",9.33333333333333,"OFH",0,1,1150,1,12,4,26,51,17.5694444444444,1.6,0.666666666666667,1.53333333333333,0.466666666666667,0.666666666666667,1,1,4.2,33.3571428571429,30,62.3333333333333,49,49,1.15,0.720414108865938,-0.328388577005218,0.98488041255661,2401,-0.473280130973887,1.34768655575895,1.25030848293172,-0.367755380537164,-0.304042715164175,0.470143399369945,0.463767697752114,0.799483151057501,0.797642726278897,0.775303410467906,0.77680273018902,0.109103908803178,0.149977201268922,0.0855141770976327,0.127965412225043,0.0774954785568658,0.131930862644391
"710",8,"hen_28",1,50,"Other","TrackingSystem 10-12","pen11",10.6666666666667,"OFH",1,1,1150,1,6,3,26,57,18.2405063291139,1.4,0.6,1.4,0.466666666666667,0.455696202531646,1,3,3.6,33.3571428571429,30,62.3333333333333,50,50,1.15,0.414154438240525,-0.36502216047459,1.0485440480966,2500,-0.0539713953102546,1.46673926356677,1.33146308373693,-0.367755380537164,-0.304042715164175,0.446045008128336,0.439755604881694,0.79454763092581,0.792937858949043,0.762199413101956,0.763992627043148,0.0850055175615692,0.125965108398502,0.0596377103712149,0.102068840219345,0.0509672242010206,0.105345560454689
"711",8,"hen_28",1,51,"Other","TrackingSystem 10-12","pen11",8.66666666666667,"OFH",0,1,1150,1,11,7,34,48,0,1,0.733333333333333,1.13333333333333,0.666666666666667,0,0,3,4,33.3571428571429,30,62.3333333333333,51,51,1.15,0.62096412158062,0.133524099649793,-0.782640096308553,2601,-0.682934498805695,1.58819707658284,1.41261768454213,-0.367755380537164,-0.304042715164175,0.462892819896512,0.456641253550346,0.831280071092217,0.829866252546258,0.790694574638596,0.792755423372043,0.101853329329745,0.142850757067154,0.0754292039428959,0.117805529140717,0.0664770315642367,0.120764993959453
"712",8,"hen_28",1,52,"Other","TrackingSystem 10-12","pen11",5.5,"OFH",0,1,1150,1,10,4,33,53,1.76068376068376,1.73333333333333,0.866666666666667,2,0.6,0.153846153846154,1,3,5.73333333333333,33.3571428571429,30,62.3333333333333,52,52,1.15,0.914193235361732,0.281104839017644,0.279065609598944,2704,-1.6787927460068,1.71205999480714,1.49377228534734,-0.367755380537164,-0.304042715164175,0.492891064156943,0.486662276889332,0.881334093666521,0.880105544114602,0.832177767271066,0.834496488324446,0.131851573590176,0.172871780406139,0.104542279922473,0.146853116033217,0.0954137728397537,0.149594532307423
"713",8,"hen_28",1,53,"Other","TrackingSystem 10-12","pen11",4,"OFH",0,1,1150,1,7,3,36,53,1.95061728395062,1.93333333333333,0.6,2.06666666666667,0.4,0.296296296296296,0,3,4.93333333333333,33.3571428571429,30,62.3333333333333,53,53,1.15,1.24678878540227,-0.198919990738998,-0.441029345251949,2809,-2.15051507362837,1.83832801823968,1.57492688615254,-0.367755380537164,-0.304042715164175,0.499691425617481,0.493514041301072,0.907641358330767,0.906618797480921,0.849234439252066,0.851822843094867,0.138651935050713,0.179723544817879,0.109908597991992,0.152174664723692,0.100362896280272,0.154441196693111
"714",8,"hen_28",1,54,"Other","TrackingSystem 10-12","pen11",5.33333333333333,"OFH",0,1,1150,1,9,3,29,58,4.66666666666667,2.06666666666667,0.666666666666667,2.2,0.4,0.444444444444444,0,3,5.33333333333333,33.3571428571429,30,62.3333333333333,54,54,1.15,1.20139703520121,-0.0950462896918342,-0.199066974649824,2916,-1.73120633796475,1.96700114688046,1.65608148695775,-0.367755380537164,-0.304042715164175,0.468326950922532,0.462247580010092,0.894938430836383,0.894155509515093,0.826458598685648,0.829337378763398,0.107287460355765,0.1484570835269,0.0762647239028829,0.118519672082021,0.0659184099898455,0.119907878196607
"715",2,"hen_6",1,11,"LEXP","TrackingSystem 10-12","pen11",11.5,"OFH",1,1,1196,1,62,22,9,8,0,0.7,1.6,1.4,1.3,0,0,3,5.2,33.3571428571429,48,74.6666666666667,11,11,1.196,-0.887927499181704,2.29534613887417,-0.521153990690051,121,0.208096564479498,-1.39413338163335,-1.8335663476661,-0.367755380537164,0.434684826356842,-0.455460067435719,-0.458949769844646,-0.527513110720811,-0.529292273134094,-0.481252842551066,-0.495220770859672,-1.13839332577675,-1.12394679899401,-1.15914412069005,-1.12959574587632,-1.13964461148003,-1.11539610708131
"716",2,"hen_6",1,12,"LEXP","TrackingSystem 10-12","pen11",10.1666666666667,"OFH",0,1,1196,1,33,37,19,10,0,1.1,1.4,2.1,0.8,0,0,3,5.6,33.3571428571429,48,74.6666666666667,12,12,1.196,-0.0284692225086619,2.19656194463242,-0.818824477013824,144,-0.211212171184112,-1.3664746717386,-1.75241174686089,-0.367755380537164,0.434684826356842,-0.376320486772099,-0.379876295804373,-0.442845422526343,-0.444767729208221,-0.402492551326939,-0.41510807276846,-1.05925374511313,-1.04487332495373,-1.07634236775987,-1.04692902897142,-1.05575496669518,-1.03128186253946
"717",2,"hen_6",1,13,"LEXP","TrackingSystem 10-12","pen11",9,"OFH",0,1,1196,1,38,31,17,14,0,1.3,1.5,2.1,1,0,0,3,6.2,33.3571428571429,48,74.6666666666667,13,13,1.196,-0.0522092953580254,2.3226489040859,-0.695544665360312,169,-0.578107314889791,-1.33641085663562,-1.67125714605569,-0.367755380537164,0.434684826356842,-0.30113556316547,-0.304751980551451,-0.362300076779486,-0.364361433745644,-0.327590715006638,-0.338915518592677,-0.984068821506499,-0.969749009700812,-0.997662957277308,-0.968380560529812,-0.976045235879108,-0.951354209062871
"718",3,"hen_6",1,16,"LEXP","TrackingSystem 10-12","pen11",7.83333333333333,"OFH",1,1,1196,1,0,36,15,49,0,1.1,0.9,1.7,0,0,0,2,3.8,33.3571428571429,48,74.6666666666667,16,16,1.196,0.915196459289748,0.54807416195015,-1.20459881354805,256,-0.94500245859546,-1.23178878007723,-1.42779334364007,-0.367755380537164,0.434684826356842,-0.116413824236775,-0.120158520974473,-0.162842019080092,-0.165281184572117,-0.143642783349774,-0.151455415466379,-0.799347082577805,-0.785155550123834,-0.803802705370793,-0.774873792419199,-0.779602375124659,-0.754287490933117
"719",3,"hen_6",1,17,"LEXP","TrackingSystem 10-12","pen11",10.5,"OFH",0,1,1196,1,22,43,16,19,0,0.909090909090909,1.36363636363636,1.72727272727273,1,0,0,2,5.54545454545455,33.3571428571429,48,74.6666666666667,17,17,1.196,0.0855299796217757,2.41987796689295,-1.00808552888865,289,-0.106384987268218,-1.19210454414129,-1.34663874283487,-0.367755380537164,0.434684826356842,-0.0976721165375725,-0.101406607832955,-0.140215364655514,-0.142742105744486,-0.125991030362348,-0.132735589734926,-0.780605374878602,-0.766403636982316,-0.783041986210508,-0.754192540612539,-0.758428563901282,-0.732898354500168
"720",3,"hen_6",1,18,"LEXP","TrackingSystem 10-12","pen11",9.83333333333333,"OFH",0,1,1196,1,16,53,14,17,0,1,1.72727272727273,2.09090909090909,0.818181818181818,0,0,3,5.72727272727273,33.3571428571429,48,74.6666666666667,18,18,1.196,0.0410342461048819,2.93109616895481,-1.00164088038146,324,-0.316039355100029,-1.15001520299711,-1.26548414202966,-0.367755380537164,0.434684826356842,-0.0379842058285866,-0.0417569531523647,-0.0759207499328381,-0.0785697659897856,-0.0659797565909074,-0.0717445811591788,-0.720917464169616,-0.706753982301726,-0.720613306752125,-0.691878027878809,-0.695216690958844,-0.669504482372754
"721",3,"hen_6",1,19,"LEXP","TrackingSystem 10-12","pen11",10.5,"OFH",0,1,1196,1,35,32,10,23,0,0.636363636363636,1.90909090909091,1.45454545454545,1.09090909090909,0,0,3,5.27272727272727,33.3571428571429,48,74.6666666666667,19,19,1.196,-0.44490332123728,2.52756582048046,-0.750957772587229,361,-0.106384987268218,-1.10552075664469,-1.18432954122445,-0.367755380537164,0.434684826356842,0.00278209446781699,-0.00100542403459944,-0.0310119119063434,-0.0337661778285035,-0.02523292961924,-0.0300708254187703,-0.680151163873212,-0.66600245318396,-0.677570403989923,-0.648932266738498,-0.651590723881133,-0.625694310230507
"722",3,"hen_6",1,20,"LEXP","TrackingSystem 10-12","pen11",11,"OFH",0,1,1196,1,30,22,15,34,0,1.27272727272727,1.72727272727273,2.18181818181818,0.727272727272727,0,0,2,5.90909090909091,33.3571428571429,48,74.6666666666667,20,20,1.196,0.46102339627444,1.72151439470654,-0.835179104202906,400,0.0508557886056402,-1.05862120508403,-1.10317494041925,-0.367755380537164,0.434684826356842,0.0438700100945413,0.0400680796602363,0.0141355648864166,0.0112764484780882,0.0160571544188717,0.0120819603833243,-0.639063248246488,-0.624928949489125,-0.634288862461456,-0.605747467452878,-0.607742958801934,-0.581671555176402
"723",3,"hen_6",1,21,"LEXP","TrackingSystem 10-12","pen11",12.1666666666667,"OFH",0,1,1196,1,33,26,9,32,0,0.818181818181818,0.818181818181818,1.18181818181818,0.454545454545454,0,0,2,3.27272727272727,33.3571428571429,48,74.6666666666667,21,21,1.196,0.0110407823871171,0.642692688548786,-0.923870567764603,441,0.417750932311319,-1.00931654831513,-1.02202033961404,-0.367755380537164,0.434684826356842,0.0745888600833068,0.0707857245210895,0.0486192274107493,0.0456648964084739,0.0468862155977512,0.0437158413043135,-0.608344398257723,-0.594211304628272,-0.601671135201417,-0.573216846543463,-0.574677675646921,-0.548434152153231
"724",4,"hen_6",1,22,"LEXP","TrackingSystem 10-12","pen11",15.1666666666667,"OFH",1,1,1196,1,39,28,10,23,0,0.727272727272727,1,1.09090909090909,0.636363636363636,0,0,2,3.63636363636364,33.3571428571429,48,74.6666666666667,22,22,1.196,-0.221864704488373,1.07515069851246,-0.888918089010027,484,1.36119558755447,-0.957606786337998,-0.940865738808836,-0.367755380537164,0.434684826356842,0.0799716910785223,0.0761985437724866,0.0571756414180851,0.0541486628325322,0.0518482620214518,0.04943370842429,-0.602961567262507,-0.588798485376874,-0.594980656458374,-0.566590907140376,-0.567800866312042,-0.541379210080901
"725",4,"hen_6",1,23,"LEXP","TrackingSystem 10-12","pen11",15.3333333333333,"OFH",0,1,1196,1,37,3,12,48,0,1,1,1.58333333333333,0.666666666666667,0,0,3,4.58333333333333,33.3571428571429,48,74.6666666666667,23,23,1.196,0.172489562093801,0.408866108788729,-0.591241535492776,529,1.4136091795124,-0.903491919152624,-0.859711138003631,-0.367755380537164,0.434684826356842,0.119886316502554,0.116102404516324,0.100858543902704,0.0977297602707508,0.0925672612737623,0.0908239974228856,-0.563046941838475,-0.548894624633037,-0.553163689238048,-0.524867636723129,-0.525488563213507,-0.49891829327978
"726",4,"hen_6",1,24,"LEXP","TrackingSystem 10-12","pen11",12.6666666666667,"OFH",0,1,1196,1,29,5,12,41,29.9047619047619,0.916666666666667,0.75,1.08333333333333,0.416666666666667,0.761904761904762,0,3,2.83333333333333,33.3571428571429,48,74.6666666666667,24,24,1.196,-0.369441559109664,-0.209194955373105,0.953930480688916,576,0.574991708185177,-0.84697194675901,-0.778556537198425,-0.367755380537164,0.434684826356842,0.194332736355399,0.190497306752599,0.179667934864603,0.176408188723127,0.16904321335468,0.167886708300098,-0.48860052198563,-0.474499722396762,-0.476220233540441,-0.448047035291723,-0.44774076635132,-0.421051401749871
"727",4,"hen_6",1,25,"LEXP","TrackingSystem 10-12","pen11",14.1666666666667,"OFH",0,1,1196,1,33,18,13,25,26.9555555555556,1.16666666666667,1.08333333333333,1.41666666666667,0.583333333333333,0.8,0,3,3.83333333333333,33.3571428571429,48,74.6666666666667,25,25,1.196,-0.456778631442155,0.800971653193811,0.857659792371417,625,1.04671403580675,-0.788046869157158,-0.697401936393219,-0.367755380537164,0.434684826356842,0.213509230503513,0.209689449828471,0.202023208812367,0.198680929408933,0.188840166888526,0.188239187536482,-0.469424027837516,-0.45530757932089,-0.455730894856971,-0.427632121626888,-0.42699342710116,-0.400161189010619
"728",4,"hen_6",1,26,"LEXP","TrackingSystem 10-12","pen11",14.3333333333333,"OFH",0,1,1196,1,24,6,14,21,70.7546296296296,1.75,0.5,1.16666666666667,0.25,2,0,2,2.75,33.3571428571429,48,74.6666666666667,26,26,1.196,-0.665007388322309,-0.584713442637119,3.2724859541381,676,1.09912762776468,-0.726716686347067,-0.616247335588013,-0.367755380537164,0.434684826356842,0.247974293337539,0.244152534256889,0.239880555774967,0.236443211370171,0.224586369384764,0.224467805754462,-0.43495896500349,-0.420844494892472,-0.419739483158664,-0.391727666686621,-0.390618297953562,-0.363661284439599
"729",4,"hen_6",1,27,"LEXP","TrackingSystem 10-12","pen11",5.16666666666667,"OFH",0,1,1196,1,19,16,13,37,26.1111111111111,2.25,1,2.16666666666667,0.5,1.38461538461538,1,2,5.5,33.3571428571429,48,74.6666666666667,27,27,1.196,0.232599619796787,0.675680374323086,2.00566491356785,729,-1.7836199299227,-0.662981398328737,-0.535092734782807,-0.367755380537164,0.434684826356842,0.400358462152961,0.396393760783956,0.397903524885451,0.394269913213389,0.381922908129886,0.38215273840483,-0.282574796188069,-0.268603268365405,-0.263582449312473,-0.235758791864375,-0.232974291622035,-0.205971512586019
"730",4,"hen_6",1,28,"LEXP","TrackingSystem 10-12","pen11",10.1666666666667,"OFH",0,1,1196,1,49,10,6,21,28.9490740740741,1.08333333333333,1.16666666666667,1.25,0.583333333333333,0.833333333333333,0,2,4,33.3571428571429,48,74.6666666666667,28,28,1.196,-0.640125750012068,0.582929938599599,0.982936853392919,784,-0.211212171184112,-0.596841005102169,-0.453938133977602,-0.367755380537164,0.434684826356842,0.369184533644294,0.365298227217986,0.368642940565485,0.364972329031849,0.350529089219817,0.351152220100874,-0.313748724696735,-0.299698801931375,-0.294708968896731,-0.266914203066886,-0.264382102010653,-0.237233638836592
"731",5,"hen_6",1,29,"LEXP","TrackingSystem 10-12","pen11",11.8333333333333,"OFH",1,1,1196,1,40,10,10,34,10.5644444444444,1.33333333333333,1.08333333333333,1.66666666666667,0.666666666666667,0.64,0,2,4.75,33.3571428571429,48,74.6666666666667,29,29,1.196,0.0170405640422946,0.683197487311735,0.156257088808356,841,0.312923748395393,-0.528295506667361,-0.372783533172396,-0.367755380537164,0.434684826356842,0.378956808145412,0.375100435191088,0.381050316543619,0.377308005777379,0.361494791093765,0.362422884641213,-0.303976450195617,-0.289896593958273,-0.284167528182891,-0.256436353342327,-0.25375185068021,-0.226491029392698
"732",5,"hen_6",1,30,"LEXP","TrackingSystem 10-12","pen11",11.8333333333333,"OFH",0,1,1196,1,28,5,11,55,0.555555555555556,1,0.916666666666667,1.5,0.583333333333333,0.181818181818182,0,2,4.5,33.3571428571429,48,74.6666666666667,30,30,1.196,0.458604447894859,0.211066473838515,-0.620264290372698,900,0.312923748395393,-0.457344903024315,-0.29162893236719,-0.367755380537164,0.434684826356842,0.408293923719753,0.404444717881154,0.413320746750464,0.409490510406946,0.392811453900374,0.393968862140261,-0.274639334621276,-0.260552311268207,-0.253763033240338,-0.226111675733731,-0.223092097482061,-0.195739554139924
"733",5,"hen_6",1,31,"LEXP","TrackingSystem 10-12","pen11",15.6666666666667,"OFH",0,1,1196,1,35,13,7,44,1.09649122807018,0.846153846153846,0.846153846153846,1.23076923076923,0.461538461538462,0.157894736842105,0,3,3.30769230769231,33.3571428571429,48,74.6666666666667,31,31,1.196,-0.0825620504946438,0.28051247448571,-0.547823207995428,961,1.51843636342832,-0.38398919417303,-0.210474331561984,-0.367755380537164,0.434684826356842,0.386637385976673,0.382857374775237,0.393498041157049,0.389624613878548,0.371850830130179,0.373203781975596,-0.296295872364357,-0.282139654374124,-0.275451674098047,-0.247835399283101,-0.245031089925669,-0.217565583700691
"734",5,"hen_6",1,32,"LEXP","TrackingSystem 10-12","pen11",14.5,"OFH",0,1,1196,1,23,23,9,44,3.30263157894737,1.69230769230769,1.46153846153846,2.07692307692308,0.923076923076923,0.315789473684211,0,2,6.07692307692308,33.3571428571429,48,74.6666666666667,32,32,1.196,0.47794097110184,1.74773730646377,-0.428595517722839,1024,1.15154121972265,-0.308228380113505,-0.129319730756778,-0.367755380537164,0.434684826356842,0.427308413179936,0.423523440030498,0.437148201931118,0.43317841132025,0.415258286995353,0.416705754540809,-0.255624845161094,-0.241473589118863,-0.23366744858827,-0.206139428862369,-0.202923460798863,-0.175391007681409
"735",5,"hen_6",1,33,"LEXP","TrackingSystem 10-12","pen11",13,"OFH",0,1,1196,1,15,17,13,51,8.45726495726496,1.61538461538462,2.15384615384615,2.30769230769231,1,0.615384615384615,0,2,6.92307692307692,33.3571428571429,48,74.6666666666667,33,33,1.196,0.598034640307431,2.12258765030338,-0.0216566670530096,1089,0.679818892101072,-0.230062460845742,-0.0481651299515726,-0.367755380537164,0.434684826356842,0.470439191907175,0.466647046545039,0.483217492078391,0.479149890211565,0.461409856912107,0.462886344156265,-0.212494066433855,-0.198349982604322,-0.18946409370529,-0.162025776992026,-0.158393177685432,-0.130804261761711
"736",5,"hen_6",1,34,"LEXP","TrackingSystem 10-12","pen11",19.3333333333333,"OFH",0,1,1196,1,5,11,13,68,7.01754385964912,1.69230769230769,0.769230769230769,1.84615384615385,0.153846153846154,0.315789473684211,0,2,4.46153846153846,33.3571428571429,48,74.6666666666667,34,34,1.196,1.11756501367221,-0.195094716666568,-0.433158184598562,1156,2.67153538650326,-0.149491436369741,0.0329894708536332,-0.367755380537164,0.434684826356842,0.411261048669251,0.407585426890545,0.42486187185888,0.42078552864164,0.402463596608812,0.403965788382611,-0.271672209671778,-0.257411602258816,-0.249685649189094,-0.222247965582921,-0.219282183857006,-0.191585108380952
"737",5,"hen_6",1,35,"LEXP","TrackingSystem 10-12","pen11",11.6666666666667,"OFH",0,1,1196,1,9,12,16,60,6.66228070175439,1.69230769230769,0.692307692307692,1.92307692307692,0.153846153846154,0.631578947368421,0,2,4.46153846153846,33.3571428571429,48,74.6666666666667,35,35,1.196,1.02354582184421,-0.18358439757079,-0.215926135338173,1225,0.260510156437461,-0.0665153066855,0.114144071658839,-0.367755380537164,0.434684826356842,0.529869824835088,0.526097816436596,0.547725610781532,0.543487599474182,0.526731640138189,0.528089982720978,-0.153063433505941,-0.138899212712765,-0.128687845530735,-0.101403721771351,-0.0972783452608615,-0.0695876520380009
"738",6,"hen_6",1,36,"LEXP","TrackingSystem 10-12","pen11",6,"OFH",1,1,1196,1,21,12,12,55,0,1.30769230769231,1,1.76923076923077,0.461538461538462,0,0,2,4.92307692307692,33.3571428571429,48,74.6666666666667,36,36,1.196,0.741977438290774,0.431745167024515,-0.84015733578816,1296,-1.52155197013294,0.0188659282069796,0.195298672464045,-0.367755380537164,0.434684826356842,0.62100444581372,0.617169813690982,0.64248161058025,0.638106345496094,0.622931812927253,0.624098576269775,-0.0619288125273092,-0.0478272154583791,-0.0357977809963103,-0.00864280277040924,-0.00366383646998483,0.0240277563655521
"739",6,"hen_6",1,37,"LEXP","TrackingSystem 10-12","pen11",7.66666666666667,"OFH",0,1,1196,1,8,12,13,66,1.35111111111111,1.61538461538462,0.384615384615385,1.76923076923077,0.230769230769231,0.32,0,2,4.15384615384615,33.3571428571429,48,74.6666666666667,37,37,1.196,1.07749128878584,-0.349424126182768,-0.629388083093523,1369,-0.997416050553411,0.106652268307698,0.276453273269251,-0.367755380537164,0.434684826356842,0.616244553408157,0.612463284822962,0.639354171832998,0.634925180969677,0.620636723451672,0.621604785395136,-0.0666887049328728,-0.0525337443263987,-0.0407911550078549,-0.0136817943177984,-0.0088660490087073,0.0188743331958406
"740",6,"hen_6",1,38,"LEXP","TrackingSystem 10-12","pen11",9.33333333333333,"OFH",0,1,1196,1,8,4,16,69,4.07017543859649,1.64285714285714,0.214285714285714,1.78571428571429,0.214285714285714,0.157894736842105,0,2,3.92857142857143,33.3571428571429,48,74.6666666666667,38,38,1.196,1.1814199425411,-0.779278272008932,-0.599722399258477,1444,-0.473280130973887,0.196843713616655,0.357607874074456,-0.367755380537164,0.434684826356842,0.609668140139258,0.605943163849803,0.634284881245074,0.629804411284265,0.616684035057401,0.617390437593624,-0.0732651182017714,-0.0590538652995583,-0.0477263808600725,-0.0206603910241809,-0.0160473195310753,0.0117339059494286
"741",6,"hen_6",1,39,"LEXP","TrackingSystem 10-12","pen11",8,"OFH",0,1,1196,1,11,6,15,67,0,1.35714285714286,0.928571428571429,1.85714285714286,0.5,0,0,3,4.64285714285714,33.3571428571429,48,74.6666666666667,39,39,1.196,0.84428503174992,0.208198214488997,-0.724825176664866,1521,-0.892588866637507,0.289440264133851,0.438762474879662,-0.367755380537164,0.434684826356842,0.639761657492831,0.636049651051293,0.66652256974137,0.661959615917316,0.650689155476874,0.651048098659289,-0.0431716008481988,-0.0289473780980678,-0.0173546276280694,0.00963698658789902,0.0144077596953463,0.0421990404203648
"742",6,"hen_6",1,40,"LEXP","TrackingSystem 10-12","pen11",12.5,"OFH",0,1,1196,1,14,11,13,58,7.61333333333333,1.71428571428571,0.5,2.14285714285714,0.428571428571429,0.32,0,3,5,33.3571428571429,48,74.6666666666667,40,40,1.196,0.780836191625749,0.132444057232815,-0.210216023179776,1600,0.522578116227214,0.384441919859286,0.519917075684868,-0.367755380537164,0.434684826356842,0.593203887205111,0.589597712270274,0.620501235154144,0.615922699740765,0.606006717497921,0.605999658198543,-0.0897293711359181,-0.0753993168790872,-0.0652418974795884,-0.0382577566096231,-0.0341461785416129,-0.00630837378493867
"743",6,"hen_6",1,41,"LEXP","TrackingSystem 10-12","pen11",13.6666666666667,"OFH",0,1,1196,1,8,8,18,61,9.4,2.14285714285714,0.357142857142857,2.14285714285714,0.214285714285714,0.6,0,3,4.78571428571429,33.3571428571429,48,74.6666666666667,41,41,1.196,1.05206528537404,-0.355634938063071,0.0556895414479891,1681,0.889473259932892,0.48184868079296,0.601071676490074,-0.367755380537164,0.434684826356842,0.587592319927175,0.584043515028325,0.616147860865015,0.611519044491282,0.603683800302982,0.60322240058209,-0.0953409384138548,-0.0809535141210358,-0.0714612070330101,-0.044519238880077,-0.0406620550595124,-0.0128110522957779
"744",6,"hen_6",1,42,"LEXP","TrackingSystem 10-12","pen11",7.83333333333333,"OFH",0,1,1196,1,5,5,22,61,13.0650406504065,2.35714285714286,0.5,2.21428571428571,0.285714285714286,1.02439024390244,1,3,4.85714285714286,33.3571428571429,48,74.6666666666667,42,42,1.196,0.893213784468626,-0.341793801894501,1.3373523898293,1764,-0.94500245859546,0.581660546934873,0.68222627729528,-0.367755380537164,0.434684826356842,0.669965951919452,0.666369526334081,0.701433240226633,0.696678802863537,0.692139235565036,0.691107239558212,-0.0129673064215773,0.00137249718472014,0.0119582370643152,0.038782692471207,0.043278961814626,0.0710819186361305
"745",7,"hen_6",1,43,"LEXP","TrackingSystem 10-12","pen11",8.66666666666667,"OFH",1,1,1196,1,10,5,18,66,2.38461538461538,1.64285714285714,0.5,2,0.428571428571429,0.153846153846154,0,3,4.71428571428571,33.3571428571429,48,74.6666666666667,43,43,1.196,1.00213133846686,-0.161124565523702,-0.519434793969039,1849,-0.682934498805695,0.683877518285025,0.763380878100485,-0.367755380537164,0.434684826356842,0.664997615302157,0.661459278246274,0.697557143470036,0.692753223904674,0.690902832502987,0.689288042065132,-0.017935643038872,-0.00353775090308722,0.00621620504342479,0.0329992864913728,0.0372066812997063,0.0650044059490071
"746",7,"hen_6",1,44,"LEXP","TrackingSystem 10-12","pen11",13,"OFH",0,1,1196,1,14,5,14,66,4.0210970464135,1.71428571428571,0.357142857142857,1.71428571428571,0.428571428571429,0.455696202531646,0,3,4.42857142857143,33.3571428571429,48,74.6666666666667,44,44,1.196,0.790557459290279,-0.307599001479533,-0.203988362711831,1936,0.679818892101072,0.788499594843415,0.844535478905691,-0.367755380537164,0.434684826356842,0.613311897754753,0.609888537726905,0.645948892127056,0.641136530396453,0.641790854834405,0.639556960885455,-0.0696213605862758,-0.0551084914224563,-0.0472579815638479,-0.0204752340378199,-0.0170626328867001,0.0107485624254599
"747",7,"hen_6",1,45,"LEXP","TrackingSystem 10-12","pen11",12,"OFH",0,1,1196,1,20,5,17,56,16.3333333333333,1.4,0.8,1.73333333333333,0.466666666666667,2,0,3,4.4,33.3571428571429,48,74.6666666666667,45,45,1.196,0.220861794349128,0.00254023372851166,1.33464815429068,2025,0.365337340353356,0.895526776610044,0.925690079710897,-0.367755380537164,0.434684826356842,0.628230017541004,0.624842338933134,0.662174488365437,0.657296817466937,0.661448669771462,0.658492106412771,-0.0547032408000255,-0.0401546902162274,-0.0328983205897602,-0.0061727739883066,-0.00288361353242255,0.0248924984590766
"748",7,"hen_6",1,46,"LEXP","TrackingSystem 10-12","pen11",12.5,"OFH",0,1,1196,1,19,4,12,60,10.9145299145299,1.4,0.333333333333333,1.4,0.333333333333333,0.615384615384615,0,3,3.6,33.3571428571429,48,74.6666666666667,46,46,1.196,0.411848152698743,-0.54379930738238,0.151591904386382,2116,0.522578116227214,1.00495906358491,1.0068446805161,-0.367755380537164,0.434684826356842,0.622088390721016,0.618762447894327,0.656833817300698,0.6519097096397,0.659641181923611,0.655910412116191,-0.0608448676200135,-0.0462345812550337,-0.0401049269187924,-0.0134177088365147,-0.0104913560280083,0.0172531475189684
"749",7,"hen_6",1,47,"LEXP","TrackingSystem 10-12","pen11",12.1666666666667,"OFH",0,1,1196,1,20,3,15,59,5.88288288288288,1.4,0.6,1.6,0.466666666666667,0.486486486486487,1,2,4,33.3571428571429,48,74.6666666666667,47,47,1.196,0.502304322015731,-0.304499542141975,0.589730682321982,2209,0.417750932311319,1.11679645576802,1.08799928132131,-0.367755380537164,0.434684826356842,0.624820924005972,0.621546798161433,0.660453747429977,0.655476213174985,0.667180375082745,0.662606095835529,-0.0581123343350576,-0.0434502309879278,-0.0383509320538056,-0.0117090323222012,-0.00907387658156375,0.0186247274449505
"750",7,"hen_6",1,48,"LEXP","TrackingSystem 10-12","pen11",10.6666666666667,"OFH",0,1,1196,1,17,5,19,59,0,1.2,0.333333333333333,1.53333333333333,0.333333333333333,0,0,2,3.66666666666667,33.3571428571429,48,74.6666666666667,48,48,1.196,0.891844798181884,-0.556290112060128,-0.867183274043204,2304,-0.0539713953102546,1.23103895315937,1.16915388212651,-0.367755380537164,0.434684826356842,0.640703889783185,0.637466523098874,0.677395259967155,0.672353614681398,0.688467961219135,0.682978331547903,-0.0422293685578447,-0.0275305060504873,-0.0232753547809212,0.00331054216324129,0.00577053677718305,0.0334064122141407
"751",7,"hen_6",1,49,"LEXP","TrackingSystem 10-12","pen11",9.33333333333333,"OFH",0,1,1196,1,13,8,23,56,0,1.4,0.466666666666667,1.8,0.266666666666667,0,0,3,4.06666666666667,33.3571428571429,48,74.6666666666667,49,49,1.196,0.916402104750169,-0.309939693105291,-0.786938030183682,2401,-0.473280130973887,1.34768655575895,1.25030848293172,-0.367755380537164,0.434684826356842,0.652632198503407,0.649437089248964,0.690214430056721,0.685112767724516,0.7058970924517,0.699430423344848,-0.0303010598376226,-0.0155599399003974,-0.0123221199556483,0.0142118681853874,0.0164350361671491,0.0440015059180723
